,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
4473,10816,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0488333,-33.5571035
4474,9297,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,GRVL,138.4591873,-33.5578075
4475,9600,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,136.5383376,-33.5582494
4476,10768,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,134.8660079,-33.5582863
4477,7676,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.3955864,-33.5921185
4478,8470,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.2264455,-33.5940524
4479,640,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9888013,-33.5943995
4480,9602,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,136.5228496,-33.5945224
4481,7295,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.5801836,-33.5949214
4482,8294,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.8881346,-33.5949904
4483,3774,Au,Au,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.0691883,-33.5949995
4484,9770,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.3952667,-33.3178954
4485,11643,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,CLYU,139.4809772,-33.3197675
4486,11251,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9726133,-33.3205345
4487,9323,KAO,KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.0991197,-33.3240254
4488,7686,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.2124664,-33.3259164
4489,8204,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,MTHH,136.7626676,-33.6169074
4490,9533,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,MSLT,138.9089223,-33.6176055
4491,10420,"Ag, Au, Pb",Ag,OCCURRENCE,Abandoned,Low Significance,IRSU,136.7407496,-33.6177134
4492,8592,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4910083,-33.6186665
4493,7062,"Cu, U",Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.7259086,-33.6193644
4494,8381,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.7963843,-33.6205195
4495,7254,TALC,TALC,OCCURRENCE,Not worked,Low Significance,MSOM,136.7191656,-33.6218034
4496,648,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.9768913,-33.3671495
4497,3870,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.3895774,-33.3686265
4498,10328,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.6534533,-33.3700665
4499,9661,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7878463,-33.3718585
4500,8594,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.4941014,-33.3724255
4501,8602,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2813634,-33.3726174
4502,9696,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.3590544,-33.5419224
4503,9607,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0798453,-33.5424215
4504,469,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.4569526,-33.6504224
4505,10342,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.2221071,-33.6517805
4506,3819,"Au, CLAY",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2413152,-33.6523585
4507,7278,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,137.8377124,-33.6525764
4508,11655,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.9313393,-33.6553425
4509,9154,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,136.4057217,-33.6564264
4510,9742,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0805532,-33.6568195
4511,8946,SGRT,SGRT,DEPOSIT,Abandoned,Locally Significant,GRIT,137.8294604,-33.6573634
4512,11656,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYU,138.9372223,-33.6577755
4513,9329,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.0945037,-33.6579504
4514,11252,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.9933093,-33.2582725
4515,9558,GRVL,GRVL,OCCURRENCE,Seasonal,Locally Significant,GRVL,138.1606954,-33.2592354
4516,9799,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.2053974,-33.2597764
4517,9800,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.1985774,-33.2598794
4518,7693,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.1013654,-33.2611824
4519,431,AMY,AMY,OCCURRENCE,Abandoned,Locally Significant,VEIN,136.5848646,-33.2615094
4520,10058,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.0860404,-33.2621594
4521,10334,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.7366933,-33.2638125
4522,4027,SHA,SHA,PROSPECT,Not worked,Low Significance,SHLE,138.1660214,-33.2652054
4523,10873,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0689474,-33.2657164
4524,11597,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.0713323,-33.2682625
4525,454,KAO,KAO,DEPOSIT,Not worked,Locally Significant,REGO,136.4933297,-33.2698584
4526,9771,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.3601594,-33.2717124
4527,9322,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.0216857,-33.3263104
4528,7479,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.5023238,-33.3283063
4529,643,"Cu, Zn",Cu,OCCURRENCE,Abandoned,Low Significance,IRSU,138.9381533,-33.3304365
4530,11250,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9735353,-33.3308585
4531,10100,QTZE,QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,138.8899643,-33.3309395
4532,4025,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9790263,-33.3312455
4533,9295,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.2420954,-33.3319694
4534,7079,JADE,JADE,PROSPECT,Seasonal,Locally Significant,MTHH,136.9274956,-33.4945594
4535,7128,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9390166,-33.4947404
4536,3798,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5607223,-33.4948505
4537,7158,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9453706,-33.4949114
4538,7159,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9453746,-33.4950914
4539,3836,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.2277294,-33.3729144
4540,9635,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.4168457,-33.3734774
4541,8163,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSM,136.2018837,-33.3751144
4542,10554,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,137.1405696,-33.3752784
4543,8947,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.9284934,-33.3754094
4544,8174,GRNT,GRNT,OCCURRENCE,Seasonal,Low Significance,GRNT,137.0499876,-33.3761774
4545,3777,KAO,KAO,OCCURRENCE,Abandoned,Low Significance,REGO,138.3786604,-33.3767444
4546,7095,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9247006,-33.4995624
4547,7143,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9356796,-33.4995714
4548,8412,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9408486,-33.4996714
4549,7144,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9354706,-33.4998454
4550,8414,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.9225566,-33.4999564
4551,10329,FEORE,FEORE,OCCURRENCE,Rehabilitated,Low Significance,IRSU,138.8176393,-33.6580465
4552,10725,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0794782,-33.6582275
4553,4029,"Au, Cu",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7126693,-33.4302535
4554,9852,U,U,OCCURRENCE,Not worked,Low Significance,GRNT,136.2629177,-33.4329504
4555,9684,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.0767946,-33.4355824
4556,10327,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5809183,-33.4358915
4557,470,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,MTHH,136.4212817,-33.4380294
4558,9660,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7442883,-33.4417675
4559,9496,Fe,Fe,PROSPECT,Not worked,Locally Significant,QMTU,135.7930278,-33.4419864
4560,7433,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.9907553,-33.4424215
4561,10174,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.5498663,-33.4425855
4562,10183,QTZE,QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,138.9065593,-33.4430815
4563,480,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,135.1552799,-33.4629953
4564,9796,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2073284,-33.4630624
4565,478,QTZE,QTZE,OCCURRENCE,Seasonal,Locally Significant,QTZT,136.1735117,-33.4635914
4566,8595,"DOLR, VERM",DOLR,OCCURRENCE,Abandoned,Low Significance,DOLR,138.5367013,-33.4653255
4567,8180,TALC,TALC,PROSPECT,Care/ Maintenance,Low Significance,MTHH,136.9451456,-33.4656074
4568,9673,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5800903,-33.4657205
4569,9326,"GRPH, Mn, U",GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.3179677,-33.4669194
4570,466,"GRPH, Ag",GRPH,OCCURRENCE,Abandoned,Low Significance,SCHT,136.4220537,-33.4676364
4571,3797,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0877343,-33.4682835
4572,8598,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3408554,-33.4688404
4573,9766,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.5373543,-33.4704685
4574,4898,Mn,Mn,DEPOSIT,Not worked,Locally Significant,IRSU,136.3237477,-33.4719984
4575,8413,"JADE, MARB",JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9337506,-33.4950924
4576,7130,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9385976,-33.4952874
4577,7132,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9381716,-33.4954744
4578,7131,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9390346,-33.4955514
4579,7133,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9382836,-33.4956534
4580,8927,CLAY,CLAY,OCCURRENCE,Ceased,Low Significance,CLYS,137.9910854,-33.2245514
4581,7684,"SAND, CLAY",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,137.9815904,-33.2254864
4582,9886,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2813722,-33.2255935
4583,8605,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.2271674,-33.2258584
4584,11186,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,140.2068071,-33.2258865
4585,9332,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.8833623,-33.2262695
4586,4062,ALU,ALU,OCCURRENCE,Abandoned,Low Significance,RESI,138.1979434,-33.2276344
4587,7097,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9246056,-33.5001044
4588,7163,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9404276,-33.5001284
4589,7145,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9352656,-33.5002994
4590,8408,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9289166,-33.5003984
4591,7090,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.9225686,-33.5004974
4592,8567,SLAT,SLAT,DEPOSIT,Seasonal,Low Significance,SLAT,138.6216823,-33.5007675
4593,644,"Co, Cu",Co,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8147063,-33.5195515
4594,3882,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.1723742,-33.5200085
4595,11562,Au,Au,OCCURRENCE,Not worked,Low Significance,BIFM,136.4854257,-33.5202614
4596,7751,SLAT,SLAT,DEPOSIT,Ceased,Low Significance,SLAT,138.6236463,-33.5206465
4597,8881,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.4229018,-33.5209363
4598,8168,GYPS,GYPS,OCCURRENCE,Care/ Maintenance,Low Significance,GPSA,136.2451767,-33.5211064
4599,8402,"SAND, GRVL",SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.0445776,-33.4434464
4600,4073,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5345643,-33.4446525
4601,440,"Pb, GRPH",Pb,OCCURRENCE,Not worked,Low Significance,SCHT,136.2773427,-33.1471574
4602,10202,QTZE,QTZE,PROSPECT,Not worked,Low Significance,QTZT,138.8328093,-33.1486595
4603,3792,"FEORE, Ag",FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.3534474,-33.1495844
4604,10732,GYPS,GYPS,PROSPECT,Abandoned,Locally Significant,GPSA,137.0817876,-33.1497864
4605,8274,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,135.8615968,-33.1509194
4606,7690,"SDST, SAND",SDST,DEPOSIT,Active Mine,Locally Significant,SDST,138.1381584,-33.1513074
4607,10284,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.9113213,-33.1513545
4608,499,GYPS,GYPS,DEPOSIT,Active Mine,Locally Significant,GPSA,134.7973389,-33.1520213
4609,9449,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.1449034,-33.1522234
4610,9129,"Cu, Co",Cu,OCCURRENCE,Not worked,Low Significance,IRSU,138.7259003,-33.1524885
4611,9773,BAS,BAS,OCCURRENCE,Not worked,Low Significance,NEPH,139.0094233,-33.1651355
4612,9512,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4326034,-33.1654845
4613,8908,"REE, RT",REE,TREATMENT SITE,Rehabilitated,Low Significance,TAIL,138.0028404,-33.1656804
4614,10340,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.1720351,-33.1678345
4615,9823,"DIA, MSLT",DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9088623,-33.1694915
4616,8159,GRNT,GRNT,PROSPECT,Ceased,Locally Significant,GNSS,135.8892278,-33.1699664
4617,8907,Ag,Ag,TREATMENT SITE,Active Mine,Significant to SA,,138.0118084,-33.1699744
4618,462,GYPS,GYPS,DEPOSIT,Not worked,Locally Significant,GPSM,135.4190608,-33.1723173
4619,7240,"CLAY, KAO",CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.0586264,-33.1739754
4620,496,"SAND, SIS",SAND,DEPOSIT,Abandoned,Locally Significant,SAND,134.375759,-33.1747043
4621,10837,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9120873,-33.1759965
4622,8610,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3527404,-33.1760734
4623,11667,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,139.3962002,-33.1775895
4624,9634,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.4161157,-33.2286434
4625,8193,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,137.3570545,-33.2289784
4626,3904,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.2311934,-33.2292304
4627,453,KAO,KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.3249467,-33.2318124
4628,10106,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.0762474,-33.2328564
4629,7234,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,FPEG,136.7561346,-33.5950414
4630,10784,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.5937773,-33.5955125
4631,7675,"SAND, GRVL",SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.3847984,-33.5957285
4632,9418,DOL,DOL,OCCURRENCE,Ceased,Low Significance,DLOM,136.4504907,-33.5962074
4633,9301,"SAND, GRVL, QTZE",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.3932894,-33.5962185
4634,8017,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.9628114,-33.5963594
4635,4056,Au,Au,OCCURRENCE,Care/ Maintenance,Locally Significant,VEIN,139.0700103,-33.5977265
4636,10165,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.1790734,-33.5981874
4637,7187,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,137.9454624,-33.5214114
4638,8063,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.6620663,-33.5217555
4639,10815,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0586543,-33.5221865
4640,3954,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0605973,-33.5223725
4641,8177,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,136.9579296,-33.5223974
4642,11308,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,139.8907661,-33.5229255
4643,10325,"Cu, Au, Mo",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7550205,-33.6218124
4644,8267,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.9735207,-33.6218674
4645,9419,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.4156267,-33.6224944
4646,3765,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0726913,-33.6249555
4647,7314,"Cu, Ag, Pb, U, Zn",Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.7569976,-33.6269524
4648,7305,"DOL, Cu",DOL,OCCURRENCE,Not worked,Low Significance,VEIN,136.7241216,-33.6270544
4649,8439,"Cu, GRPH, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,SCHT,136.6048946,-33.1532994
4650,3955,"Au, Ag",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1393522,-33.5425185
4651,3791,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8103103,-33.5439075
4652,3978,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0516283,-33.5447795
4653,11390,SDST,SDST,OCCURRENCE,Not worked,Low Significance,SDST,135.8229268,-33.5457024
4654,4026,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.1402532,-33.5460285
4655,9671,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.6455793,-33.5461485
4656,9702,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.9080023,-33.5463545
4657,3880,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0602113,-33.5468945
4658,11299,U,U,OCCURRENCE,Not worked,Low Significance,LCGR,137.2520065,-33.5481904
4659,10276,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.7944298,-33.5484054
4660,10275,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,135.7767658,-33.5486074
4661,7310,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7939536,-33.5584274
4662,3876,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0589813,-33.5585525
4663,9298,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.4685503,-33.5593795
4664,3974,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0860653,-33.5600015
4665,8550,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.2968882,-33.5600465
4666,464,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSA,135.9411707,-33.5614474
4667,7284,MIC,MIC,OCCURRENCE,Not worked,Low Significance,META,136.7328576,-33.5626344
4668,7311,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7761716,-33.5631934
4669,9275,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,136.0475297,-33.5639294
4670,9299,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.4646833,-33.5642405
4671,11561,Au,Au,OCCURRENCE,Not worked,Low Significance,BIFM,136.5584416,-33.5658694
4672,3996,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0630013,-33.5659445
4673,7285,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,136.7710876,-33.5990664
4674,11593,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0703453,-33.5990825
4675,3952,Au,Au,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.0702933,-33.6010045
4676,4058,Au,Au,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.0702643,-33.6018335
4677,3188,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0446504,-33.6019734
4678,7687,DOL,DOL,DEPOSIT,Seasonal,Locally Significant,DLOM,138.2457314,-33.3336004
4679,10710,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIH,139.2913992,-33.3336865
4680,8269,FEORE,FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.2849154,-33.3341934
4681,8554,"SAND, MAGS",SAND,PROSPECT,Not worked,Low Significance,MGNS,138.2515364,-33.3348024
4682,645,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,TCTO,139.0181343,-33.3350805
4683,7183,"KAO, AMY, FELD",KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.7758466,-33.3362144
4684,4075,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9827333,-33.3375315
4685,11068,Au,Au,OCCURRENCE,Not worked,Low Significance,GRVL,139.1666532,-33.6271395
4686,9678,"SAND, SDST",SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.4453743,-33.6276455
4687,9420,"DOL, MAGS",DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.3858667,-33.6287384
4688,8922,"LMST, DOL",LMST,DEPOSIT,Seasonal,Low Significance,LMST,134.9062039,-33.6301103
4689,3825,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,SLST,138.7612053,-33.6305275
4690,7186,"DOL, GNSS",DOL,PROSPECT,Abandoned,Locally Significant,DLOM,136.7455716,-33.6323444
4691,8553,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.2178304,-33.3786614
4692,8601,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3544144,-33.3801434
4693,11478,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,136.8002536,-33.3826814
4694,6239,MSLT,MSLT,OCCURRENCE,Not worked,Low Significance,MSED,138.8104883,-33.3851815
4695,8205,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,136.6051026,-33.3875994
4696,3865,"CLAY, CALI",CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.1737684,-33.3901324
4697,8832,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.9065274,-33.3901704
4698,7313,SGRT,SGRT,DEPOSIT,Seasonal,Locally Significant,LMST,137.8795254,-33.3901984
4699,10528,GRPH,GRPH,DEPOSIT,Not worked,Locally Significant,SCHT,136.4654777,-33.5488644
4700,9827,"DIA, Au",DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9953733,-33.2485425
4701,10532,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,137.1180996,-33.2506824
4702,10496,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,139.0716723,-33.2513725
4703,7199,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,METL,137.1099126,-33.2519024
4704,10694,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.3072944,-33.2526354
4705,8558,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1230963,-33.2528265
4706,10306,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,DLOM,138.7383663,-33.2530225
4707,11482,DOL,DOL,PROSPECT,Not worked,Low Significance,DLOM,138.1904974,-33.2554604
4708,8315,SDST,SDST,PROSPECT,Abandoned,Locally Significant,SDST,138.1837674,-33.2565694
4709,3945,Au,Au,PROSPECT,Abandoned,Locally Significant,ALLV,139.0059433,-33.2571525
4710,7232,MSLT,MSLT,PROSPECT,Abandoned,Locally Significant,GRIT,137.1935416,-33.2719174
4711,10836,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9742573,-33.2719415
4712,8279,Fe,Fe,DEPOSIT,Active Mine,Significant to SA,MGTM,137.1153246,-33.2727894
4713,11254,Zn,Zn,OCCURRENCE,Not worked,Low Significance,MTHH,139.0023373,-33.2753265
4714,8056,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3683484,-33.2754104
4715,8490,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.1803216,-33.2755764
4716,9826,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9650003,-33.2764215
4717,10098,KAO,KAO,PROSPECT,Not worked,Low Significance,CLYR,139.4657582,-33.2772965
4718,8055,SDST,SDST,OCCURRENCE,Abandoned,Locally Significant,SDST,138.3711294,-33.2776344
4719,3013,Fe,Fe,DEPOSIT,Active Mine,Significant to SA,METL,137.1164216,-33.2778264
4720,9563,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,139.2358022,-33.3394735
4721,11596,SLAT,SLAT,OCCURRENCE,Not worked,Low Significance,SLAT,139.0981783,-33.3417755
4722,3833,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9805393,-33.3418245
4723,3992,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.2541594,-33.3422624
4724,7080,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MSOM,136.9250456,-33.4956794
4725,7160,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9451736,-33.4957254
4726,7134,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9380716,-33.4958364
4727,8407,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.9264476,-33.4958374
4728,7082,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9236706,-33.4967824
